,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,Topic30,Topic31,Topic32,Topic33,Topic34,Topic35,Topic36,Topic37,Topic38,Topic39,Topic40,Topic41,Topic42,Topic43,Topic44,Topic45,Topic46,Topic47,Topic48,Topic49,dominant_topic
Under the Bridge,0.016269944608211517,0.17483578622341156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013090224005281925,0.015967218205332756,0.0,0.0,0.010960971005260944,0.015874674543738365,0.0,0.0581725612282753,0.0,0.0,0.09749241173267365,0.01335548609495163,0.0,0.012831865809857845,0.0,0.0,0.0,0.014613966457545757,0.18307101726531982,0.011932995170354843,0,0.0,0.13266466557979584,0.025533383712172508,0.04565044865012169,0.012913323938846588,0.01862815022468567,0.0,0.0,0.0,0.0,0.0,0.0,0.028466857969760895,0.01176754105836153,0.0,0.022721994668245316,0.0,30
Paranoid,0.01083008386194706,0.026944158598780632,0.014080873690545559,0.02121853642165661,0.04170950874686241,0.0,0.0,0.025330154225230217,0.0,0.02343582920730114,0.28241246938705444,0.024610327556729317,0.0,0.01132917869836092,0.02590182051062584,0.0,0.0,0.03177037090063095,0.0,0.030837925150990486,0.0,0.0,0.05628988891839981,0.0,0.0,0.0,0.0,0.0298126433044672,0.0,0.0,0.03238675370812416,0.0,0,0.0,0.014127938076853752,0.0,0.0,0.0,0.09521020948886871,0.0,0.0,0.0,0.0,0.0,0.0,0.014807071536779404,0.0,0.0,0.042546842247247696,0.03142185136675835,10
Sultans of Swing,0.026568222790956497,0.013133373111486435,0.018621452152729034,0.0,0.013259019702672958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019866999238729477,0.0,0.0,0.48957300186157227,0.0,0.017714040353894234,0.0,0.02753051370382309,0.03802378848195076,0.0,0.0,0.04130498692393303,0.02034858427941799,0.0,0.010567491874098778,0.0,0.0,0.0,0,0.0,0.025741903111338615,0.0,0.0,0.011289343237876892,0.034309372305870056,0.0,0.04668549448251724,0.0,0.02806846797466278,0.0,0.0,0.033393677324056625,0.0,0.0,0.011866294778883457,0.0,17
Have You Ever Seen The Rain,0.010125956498086452,0.023638898506760597,0.011891734786331654,0.0,0.0,0.0,0.0,0.24387075006961823,0.025086896494030952,0.0,0.0,0.0,0.0,0.010026966221630573,0.0,0.0,0.0,0.02237367257475853,0.0,0.085797019302845,0.0,0.07329869270324707,0.033350951969623566,0.0,0.0,0.0,0.1514977514743805,0.0,0.0,0.0,0.010133185423910618,0.0,0,0.0,0.030261503532528877,0.0,0.03871764615178108,0.0,0.014911128208041191,0.0,0.0,0.0,0.0,0.0,0.0,0.03136660158634186,0.0,0.0,0.0,0.068965844810009,7
American Girl,0.0,0.06335362046957016,0.04357754811644554,0.0,0.0,0.0,0.0,0.0,0.0,0.018072238191962242,0.01800951547920704,0.0,0.0,0.0,0.0,0.0,0.0,0.028374768793582916,0.0,0.0231716837733984,0.0,0.0,0.025659475475549698,0.019599279388785362,0.0,0.0,0.0,0.0,0.0,0.0,0.08100330829620361,0.01680116169154644,0,0.0,0.04047926142811775,0.0,0.017510978505015373,0.0,0.044906895607709885,0.0,0.017766939476132393,0.0,0.0,0.0,0.0,0.38009899854660034,0.0,0.03445574268698692,0.0,0.01713985949754715,45
Zombie,0.0,0.0,0.0,0.04460382089018822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027667773887515068,0.0,0.0,0.0,0.0,0.0,0.0,0.6798403263092041,0.0,0.022595921531319618,0.0,0.0,0.0,0.0,0.029650775715708733,0.0,0.0,0.0,0.0,0,0.0,0.030889229848980904,0.015048051252961159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012053322978317738,0.0,0.0,0.0,0.0,0.0,0.0,20
Kickstart My Heart,0.01393645815551281,0.1832176148891449,0.09587391465902328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20732463896274567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012854546308517456,0.0,0.0,0.016882602125406265,0.0,0.0,0.030552122741937637,0.010409348644316196,0.020584281533956528,0.0,0,0.0,0.0,0.2090604305267334,0.030487505719065666,0.0,0.03286202624440193,0.0,0.020405061542987823,0.0,0.0,0.0,0.0,0.0,0.0,0.01034641359001398,0.0,0.01617249846458435,35
Born in the U.S.A.,0.0,0.0,0.037065289914608,0.0,0.0,0.0,0.0,0.017891881987452507,0.0,0.0,0.0,0.017425699159502983,0.0,0.0,0.0,0.031891223043203354,0.0,0.02099280059337616,0.0,0.0,0.0,0.020828714594244957,0.018444469198584557,0.01786212995648384,0.0,0.015396177768707275,0.0,0.0,0.0,0.045245666056871414,0.022110510617494583,0.0,0,0.0,0.04578836262226105,0.018921665847301483,0.0,0.0,0.058372579514980316,0.0,0.0,0.0,0.0,0.0,0.0,0.03662083297967911,0.0,0.046122513711452484,0.42421168088912964,0.0,48
Come As You Are,0.10478843748569489,0.0,0.014975225552916527,0.024330681189894676,0.0,0.0,0.0,0.0,0.0,0.018821271136403084,0.0,0.0,0.0,0.20503771305084229,0.0,0.05504439398646355,0.0,0.011753625236451626,0.046720534563064575,0.057066239416599274,0.0,0.05252867192029953,0.08344699442386627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056591928005218506,0.0,0,0.0,0.01647813245654106,0.0,0.0,0.0,0.01738445647060871,0.0,0.033475361764431,0.02341338060796261,0.0,0.0,0.0,0.015706680715084076,0.0,0.0,0.0,0.0,13
All Along the Watchtower,0.027520161122083664,0.0,0.08276700973510742,0.17737574875354767,0.0,0.0,0.01911981776356697,0.0,0.0,0.039823517203330994,0.0,0.022521639242768288,0.0,0.01074218936264515,0.059776656329631805,0.0,0.0,0.026495926082134247,0.0,0.028818391263484955,0.0,0.0,0.031382765620946884,0.0,0.0,0.0,0.0,0.02325773425400257,0.0,0.0,0.010441573336720467,0.07402695715427399,0,0.0,0.030449286103248596,0.0,0.0,0.0,0.10203208774328232,0.0,0.0,0.0,0.0,0.0,0.053349170833826065,0.014034111984074116,0.020856747403740883,0.02388986386358738,0.0,0.0,3
Bitter Sweet Symphony,0.0,0.03611581400036812,0.0,0.049193140119314194,0.017991431057453156,0.0,0.0,0.34845173358917236,0.0,0.0,0.01846209727227688,0.0,0.010573070496320724,0.0,0.017919190227985382,0.0,0.0,0.02277391031384468,0.0,0.027871258556842804,0.10535138845443726,0.0,0.016657192260026932,0.0,0.0,0.0,0.0,0.02184562012553215,0.0,0.018763625994324684,0.10145188868045807,0.017632272094488144,0,0.0,0.03677521273493767,0.0,0.0,0.0,0.03479187935590744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Say It Ain't So,0.0,0.2962263822555542,0.023334642872214317,0.0,0.03084387071430683,0.0,0.0,0.0,0.0,0.026254845783114433,0.01727006770670414,0.0,0.0,0.02265378087759018,0.09447785466909409,0.01645600236952305,0.0,0.0349760577082634,0.0,0.03278781473636627,0.015829067677259445,0.0,0.02442639134824276,0.0,0.0,0.04523143172264099,0.0,0.0,0.0,0.0,0.021894846111536026,0.0,0,0.0,0.03892647847533226,0.0,0.0,0.017691072076559067,0.06235894933342934,0.0,0.0,0.0,0.0,0.0,0.0,0.010211816988885403,0.0,0.019259734079241753,0.045226018875837326,0.0164374690502882,1
Louie Louie,0.0,0.24951933324337006,0.1250815987586975,0.0,0.0,0.0,0.0,0.015698274597525597,0.028237292543053627,0.0,0.0,0.01564980298280716,0.0,0.04090530052781105,0.0,0.0,0.0,0.02886132523417473,0.0,0.09294760972261429,0.0,0.01783430576324463,0.0,0.0,0.0,0.0,0.0,0.0,0.014048774726688862,0.0,0.19014348089694977,0.0,0,0.0,0.0,0.0,0.0,0.0,0.010214248672127724,0.0,0.0,0.0,0.012014851905405521,0.0,0.0,0.02182570844888687,0.0,0.017178937792778015,0.01577436923980713,0.0,1
Me and Bobby McGee,0.0,0.04556836932897568,0.017645088955760002,0.0,0.019605819135904312,0.0,0.15008369088172913,0.020698804408311844,0.0,0.0,0.0,0.0,0.0,0.012274540960788727,0.0,0.0,0.0,0.015867754817008972,0.0,0.03617899864912033,0.0,0.0,0.0,0.0,0.0,0.0,0.015087340027093887,0.0,0.0,0.0,0.0,0.029152320697903633,0,0.06034111976623535,0.020510505884885788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027883414179086685,0.4049561321735382,0.0,0.02016272582113743,0.0,46
Last Nite,0.0,0.018090037629008293,0.2736896574497223,0.0,0.0,0.0,0.0,0.02943788655102253,0.0,0.041365716606378555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32594525814056396,0.0,0.0,0.016411995515227318,0.0,0.0,0.0,0.0,0.020317936316132545,0.0,0,0.0,0.020199846476316452,0.0,0.0,0.016414571553468704,0.012990826740860939,0.0,0.0,0.0,0.0,0.0,0.0,0.08497130125761032,0.0,0.017832130193710327,0.0,0.0,22
Don't You (Forget About Me),0.0,0.01684129796922207,0.030960189178586006,0.0,0.0,0.0,0.0,0.014342901296913624,0.0,0.0,0.0,0.0,0.0,0.06141296401619911,0.02608000673353672,0.0,0.05039099231362343,0.03967105224728584,0.0,0.010376915335655212,0.0,0.021005811169743538,0.0,0.0,0.0,0.0,0.06353053450584412,0.0,0.0,0.015320458449423313,0.038653310388326645,0.057220444083213806,0,0.0,0.0,0.015465444885194302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03851809725165367,0.4052637219429016,0.0,0.0,0.0,46
Alive,0.0,0.38801896572113037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018538696691393852,0.01606387458741665,0.0,0.012728516943752766,0.03093038499355316,0.0,0.018517784774303436,0.01328639779239893,0.0,0.0,0.1464747041463852,0.0,0.0,0.014046622440218925,0.027921877801418304,0.0,0.0,0.0,0.0829591155052185,0,0.0,0.0,0.0,0.0,0.0,0.020243974402546883,0.0,0.0,0.0,0.0,0.0,0.0,0.019926203414797783,0.0,0.05073399841785431,0.026384646072983742,0.0,1
Stuck In The Middle With You,0.5402155518531799,0.02814931608736515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023955002427101135,0.0,0.0,0.012424980290234089,0.0,0.0,0.0,0.047487299889326096,0.0,0.0,0.02258547767996788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06000944972038269,0.0,0,0.0,0.03041999414563179,0.0,0.0,0.013358738273382187,0.027080904692411423,0.0,0.0,0.0,0.061262454837560654,0.0,0.0,0.021907160058617592,0.0,0.0,0.010628441348671913,0.0,0
Mr. Brightside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03660576045513153,0.0,0.0,0.0,0.025660479441285133,0.0,0.021681083366274834,0.0,0.0,0.0,0.025400634855031967,0.03936981037259102,0.04513092339038849,0.05187590420246124,0.023011919111013412,0.0,0.0,0.0,0.0,0.0,0.02276233769953251,0.4908145070075989,0.0,0,0.0,0.054855719208717346,0.0,0.0,0.0,0.031065918505191803,0.0,0.016385618597269058,0.0,0.0,0.0,0.0,0.0,0.0,0.023393157869577408,0.0,0.0,30
Sweet Child O' Mine,0.02990178018808365,0.09183637797832489,0.0,0.0,0.0,0.0,0.0,0.10861000418663025,0.0,0.0,0.0,0.0,0.0,0.035463597625494,0.013403328135609627,0.011540792882442474,0.0,0.0,0.04996711015701294,0.0,0.0,0.02439790591597557,0.027637965977191925,0.0,0.0,0.0,0.021376285701990128,0.0,0.0,0.0,0.017592374235391617,0.0,0,0.0,0.16092191636562347,0.013454653322696686,0.013049847446382046,0.2172279953956604,0.011963387951254845,0.0,0.0,0.0,0.04988282546401024,0.0,0.0,0.017355218529701233,0.0,0.0,0.01243520062416792,0.0,37
Highway to Hell,0.016735613346099854,0.014375639148056507,0.0,0.01145181804895401,0.012480688281357288,0.0,0.0,0.012250726111233234,0.012905880808830261,0.0,0.0,0.0,0.013125903904438019,0.0,0.013990876264870167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06084533780813217,0.0,0.0,0.5417823791503906,0.01221850048750639,0.024656161665916443,0.0,0.013803241774439812,0.017450058832764626,0.02207890897989273,0,0.0,0.019108513370156288,0.0,0.0,0.0,0.04867878183722496,0.01120022777467966,0.0,0.0,0.0,0.0,0.0,0.027638684958219528,0.0,0.0,0.012935168109834194,0.0,25
Closer,0.05452284589409828,0.0,0.0,0.0,0.01688562147319317,0.0,0.0,0.0,0.0,0.0,0.11189118027687073,0.0,0.0,0.0624234676361084,0.13166069984436035,0.01623869501054287,0.0,0.0,0.016105568036437035,0.0,0.0,0.08750879764556885,0.03762590140104294,0.0452253632247448,0.0,0.0,0.0,0.0,0.0,0.018176697194576263,0.0,0.0,0,0.0,0.0237115565687418,0.0,0.11642096191644669,0.05673588812351227,0.010813103057444096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019053123891353607,0.0,0.05668778344988823,14
Hard To Handle,0.0,0.0287643875926733,0.04803808033466339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010510449297726154,0.0,0.0,0.0,0.0,0.0,0.0,0.02380833774805069,0.0,0.0,0.0,0.02082008682191372,0.5348203182220459,0.025345703586935997,0.0,0.010798593983054161,0.02687000297009945,0.0,0.03462863340973854,0.0,0.01619834266602993,0.0,0,0.0,0.015130870044231415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017685038968920708,0.0,0.0,0.0,0.08652953803539276,0.0,0.0,22
The Middle,0.08911386132240295,0.01693335361778736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015556255355477333,0.018981801345944405,0.0,0.0,0.0,0.0,0.0,0.0,0.018282322213053703,0.0,0.07573682069778442,0.0,0.0,0.19978521764278412,0.0,0.0,0.0,0.0,0.15501344203948975,0.04113806039094925,0,0.0,0.13462553918361664,0.02825053408741951,0.0,0.0,0.02832333743572235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06371006369590759,0.0,0.0,25
The Chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013795205391943455,0.0,0.016909459605813026,0.1968512237071991,0.0,0.0,0.09207708388566971,0.023569047451019287,0.0,0.011868532747030258,0.01022376213222742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2950471341609955,0.0,0.02470911480486393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855766326189041,0.0,0.0,0.0,0.0,35
Fortunate Son,0.0,0.11107050627470016,0.03228341042995453,0.0,0.03188614174723625,0.0,0.0,0.0,0.0,0.0,0.021741366013884544,0.0,0.0,0.015129719860851765,0.0,0.0,0.0,0.03648384287953377,0.0,0.027933789417147636,0.0,0.2697712182998657,0.013436608016490936,0.0,0.0,0.028242044150829315,0.0,0.0,0.019879117608070374,0.0,0.010265653021633625,0.020799562335014343,0,0.08931247144937515,0.03833198919892311,0.0,0.0,0.0,0.0205681249499321,0.0,0.0,0.0,0.0,0.0,0.0,0.030005697160959244,0.0,0.024301007390022278,0.03890538215637207,0.0,21
Uprising,0.036497149616479874,0.0,0.019497893750667572,0.0,0.015810197219252586,0.0,0.0,0.0,0.0,0.027709776535630226,0.016505274921655655,0.0,0.0,0.04579705744981766,0.02888857200741768,0.05326535552740097,0.0,0.0,0.0,0.0,0.0,0.012957967817783356,0.010196549817919731,0.017086250707507133,0.0,0.0,0.0,0.0,0.0,0.01762743480503559,0.04760436713695526,0.15480338037014008,0,0.0,0.012799319811165333,0.042985428124666214,0.0,0.016682518646121025,0.010930357500910759,0.0,0.025043873116374016,0.0,0.0,0.0,0.0,0.3015046715736389,0.0,0.0,0.0,0.0,45
A Horse with No Name,0.0,0.0,0.01606912910938263,0.0,0.01089108269661665,0.0,0.0,0.0,0.0,0.0,0.010976261459290981,0.0,0.0,0.04214159771800041,0.0,0.0,0.0,0.04184986650943756,0.0,0.04943864792585373,0.0,0.0,0.0,0.0,0.0,0.0,0.01570061407983303,0.0,0.02987571246922016,0.0,0.0,0.0,0,0.010522183030843735,0.026533035561442375,0.0,0.01923067681491375,0.01020014751702547,0.018421804532408714,0.0,0.010978360660374165,0.0,0.0,0.0,0.0,0.0,0.6149182915687561,0.0,0.0,0.0,46
Dirty Deeds Done Dirt Cheap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02130165882408619,0.0,0.0,0.0,0.01932995766401291,0.0,0.0,0.0,0.0,0.01317748986184597,0.0,0.0,0.3389994502067566,0.0,0.0,0,0.0,0.030355509370565414,0.020361416041851044,0.032975513488054276,0.0,0.019353993237018585,0.0,0.0,0.0,0.0,0.22234423458576202,0.0,0.04426738992333412,0.0,0.0,0.12162329256534576,0.0,29
Man in the Box,0.0,0.0,0.04208117350935936,0.0,0.0,0.0,0.0,0.0,0.0,0.08270346373319626,0.0,0.0,0.0527990497648716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01302770059555769,0.012642056681215763,0.47239723801612854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1276855170726776,0.0,0.0,0.0,0.013718642294406891,0.0,0.0,0.0,0.0,0.0,0.0,0.011630203574895859,0.0,0.0,0.0,0.0,23
November Rain,0.043079640716314316,0.06696572154760361,0.0,0.0,0.057327449321746826,0.0,0.0,0.035728249698877335,0.0,0.014188813976943493,0.0,0.0,0.0,0.07521352171897888,0.0,0.0,0.0,0.03747852146625519,0.015215093269944191,0.0,0.0,0.010253550484776497,0.043967004865407944,0.0,0.0,0.0,0.03628427907824516,0.333253413438797,0.0,0.03159307315945625,0.013066191226243973,0.0,0,0.0,0.0,0.030569134280085564,0.0,0.0,0.020471615716814995,0.0,0.0,0.014576657675206661,0.0,0.0,0.0,0.028277823701500893,0.0,0.0,0.0,0.0,27
The Joker,0.10104253888130188,0.013017948716878891,0.10208670794963837,0.0,0.0,0.0,0.0,0.03967837244272232,0.0,0.0,0.02040516398847103,0.0,0.0,0.0,0.0,0.020173724740743637,0.0,0.02080227993428707,0.0,0.043567586690187454,0.0,0.022001951932907104,0.048221997916698456,0.0,0.0,0.11927315592765808,0.23134882748126984,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03901849687099457,0.0,0.04400975629687309,0.0,0.0,0.0,0.0,0.0,0.044073350727558136,0.0,0.0,0.014285397715866566,0.0,0.0,0.0,0.0,26
Brown Sugar,0.0,0.11109679192304611,0.12780247628688812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011245723813772202,0.0,0.0,0.0,0.0,0.0,0.07247614115476608,0.03923070803284645,0.0,0.03245130181312561,0.0,0.0,0.04229934141039848,0.0,0.0,0.02051413804292679,0.01657373458147049,0.0,0.0,0.0,0.05001112446188927,0.0,0,0.0,0.07048320770263672,0.0,0.0,0.056239597499370575,0.22608494758605957,0.0,0.0,0.0,0.03976888582110405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
I Want You to Want Me,0.04861840978264809,0.0,0.010085241869091988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030040759593248367,0.0,0.0,0.11613037437200546,0.07923883944749832,0.0,0.0,0.0,0.0,0.4924967288970947,0.0,0.02380671724677086,0.0,0.0,0,0.0,0.010355226695537567,0.0,0.0,0.0,0.0383860319852829,0.0,0.0,0.0,0.0,0.0,0.0,0.010033347643911839,0.0,0.0,0.0,0.0,27
Free Fallin',0.0117642842233181,0.031229954212903976,0.012678304687142372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010777420364320278,0.015330049209296703,0.019806673750281334,0.0,0.0,0.05391095578670502,0.0,0.0,0.0,0.0,0.0,0.0,0.01637108251452446,0.025839632377028465,0.0,0,0.0,0.026975445449352264,0.025087658315896988,0.017141088843345642,0.0,0.01305210031569004,0.5891488194465637,0.0,0.0,0.0,0.02184952422976494,0.0,0.013185492716729641,0.0,0.0,0.0,0.0,39
Loser,0.01234216708689928,0.0,0.32694533467292786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08801855891942978,0.0,0.0,0.011514022946357727,0.0,0.0,0.0,0.050380364060401917,0.0,0.01630765199661255,0.0,0.0,0.022522933781147003,0.0,0.0,0.06969921290874481,0.0,0.0,0.0,0.0,0.024696514010429382,0.0,0,0.1245899349451065,0.023058807477355003,0.014535508118569851,0.022853592410683632,0.0,0.0,0.034316785633563995,0.0,0.0,0.0,0.0,0.0,0.02628341317176819,0.0,0.010059436783194542,0.013446594588458538,0.0,2
I Hate Myself for Loving You,0.0,0.0,0.3966093361377716,0.0,0.0,0.0,0.0,0.010477684438228607,0.0,0.0,0.033831845968961716,0.0,0.0,0.028687406331300735,0.0,0.11282027512788773,0.03262137249112129,0.012308672070503235,0.0,0.03186900168657303,0.0,0.0,0.0,0.0,0.0,0.010297360830008984,0.011839180253446102,0.0,0.0,0.0,0.0,0.017513327300548553,0,0.0,0.010597946122288704,0.058782972395420074,0.05050473287701607,0.0,0.0,0.032722633332014084,0.0,0.0,0.0,0.0,0.0,0.06469627469778061,0.0,0.0,0.0,0.0,2
Carry on Wayward Son,0.0,0.0,0.0,0.013972305692732334,0.0,0.0,0.0,0.0,0.015741975978016853,0.010570039041340351,0.0,0.0,0.0,0.0,0.02931198664009571,0.01463970448821783,0.0,0.05707240104675293,0.0,0.06599351763725281,0.05053703486919403,0.0,0.02169569954276085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019540542736649513,0.0,0,0.0,0.0,0.0,0.01661381870508194,0.01588268391788006,0.025787007063627243,0.013626102358102798,0.0,0.29445016384124756,0.0,0.05033846199512482,0.0,0.0250655859708786,0.0,0.07379560172557831,0.06465870141983032,0.01187142264097929,41
Bad Moon Rising,0.0,0.022265786305069923,0.010847857221961021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01959439553320408,0.0,0.0814896747469902,0.0,0.0,0.0,0.0,0.07092341780662537,0.0,0.012727334164083004,0.0,0.0,0.012237528339028358,0.0,0.0,0.0,0.07738543301820755,0.0,0.0,0.03740498796105385,0.07584863156080246,0.018517762422561646,0,0.03034374676644802,0.013029726222157478,0.055438656359910965,0.0,0.0,0.1341356337070465,0.0,0.024122631177306175,0.0,0.0,0.1560342162847519,0.0,0.011350847780704498,0.0,0.0,0.01990870013833046,0.0,43
Smoke on the Water,0.0,0.0,0.0,0.0,0.02647589147090912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01555194053798914,0.011840283870697021,0.0,0.0,0.0,0.04191209003329277,0.0,0.020490925759077072,0.0,0.0,0.029608597978949547,0.0,0.023983988910913467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5820972919464111,0.0,0.0,0.0,0.04440726339817047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05860423669219017,0.015219785273075104,0.0,34
Barracuda,0.010543443262577057,0.01910710334777832,0.03594532981514931,0.0,0.0,0.04113306477665901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34911981225013733,0.03677022457122803,0.0,0.0,0.02086333930492401,0.0,0.0,0.012824009172618389,0.0,0.05914457514882088,0.017899801954627037,0.0,0.0,0.016300469636917114,0.0,0.0,0.01850561425089836,0.03091447986662388,0.0,0,0.0,0.04596065729856491,0.0187064278870821,0.0,0.0,0.08843732625246048,0.014941121451556683,0.0,0.0,0.0,0.0,0.0,0.05050661042332649,0.0,0.0,0.0,0.015996551141142845,13
Killing In The Name,0.0,0.0,0.018110347911715508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7786945700645447,0.0,0.047717735171318054,0.0,0.0,0.054281603544950485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
Livin' On A Prayer,0.03281645476818085,0.020150238648056984,0.02140272967517376,0.0,0.0,0.0,0.0,0.01107838936150074,0.0,0.0,0.0,0.010645651258528233,0.026266474276781082,0.06478251516819,0.019811661913990974,0.0,0.0,0.0,0.5312577486038208,0.013475386425852776,0.0,0.01268046535551548,0.0,0.0,0.0,0.010709316469728947,0.0,0.0,0.017791172489523888,0.0,0.08002937585115433,0.0,0,0.0,0.01572863757610321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014568856917321682,0.0,0.0,0.010685454122722149,0.0,18
Dust in the Wind,0.0,0.0,0.028407825157046318,0.0,0.0,0.01801171712577343,0.0,0.0,0.021315082907676697,0.07214116305112839,0.0,0.02140357904136181,0.0,0.026900697499513626,0.4458799958229065,0.0,0.0,0.0,0.0,0.023875154554843903,0.0,0.024628618732094765,0.028568072244524956,0.022461555898189545,0.0,0.0,0.0,0.021813251078128815,0.0,0.022414106875658035,0.010692577809095383,0.0,0,0.0,0.058306388556957245,0.0,0.0,0.0,0.01378732081502676,0.0,0.0,0.0,0.0,0.0,0.0,0.01221341360360384,0.0,0.0,0.0,0.0,14
Walk On the Wild Side,0.0,0.0,0.010010156780481339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7265604734420776,0.0,0.0,0.0,0.0,0.0,0.024434775114059448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05594057962298393,0.03672713786363602,0,0.0,0.02825947105884552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Basket Case,0.02866527810692787,0.08813632279634476,0.03543010354042053,0.0,0.0,0.017152657732367516,0.0,0.0,0.0,0.0,0.0,0.2720296382904053,0.0,0.0,0.019153166562318802,0.019333122298121452,0.0,0.058118343353271484,0.0,0.0,0.01825314201414585,0.023238860070705414,0.013887004926800728,0.0,0.0,0.0,0.0,0.0,0.05011654272675514,0.0,0.0,0.0,0,0.0,0.012107308022677898,0.0,0.0,0.0,0.1021740734577179,0.0,0.0,0.0,0.0,0.0,0.0,0.06696578860282898,0.0,0.0,0.0,0.03570237383246422,11
Somebody to Love,0.036389030516147614,0.020493770018219948,0.05373581871390343,0.0,0.4043331444263458,0.0,0.0,0.0,0.0,0.020308194682002068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016171393916010857,0.06680994480848312,0.011122160591185093,0.03289934620261192,0.0,0.0,0.0,0.061703164130449295,0.0,0.01920301467180252,0.0,0.0,0,0.0,0.011701581999659538,0.0,0.0,0.018529197201132774,0.06218311935663223,0.0,0.0,0.0,0.0,0.0,0.0,0.010716087184846401,0.0,0.0,0.0,0.031102651730179787,4
Losing My Religion,0.0,0.0,0.02430073171854019,0.0,0.0,0.25294095277786255,0.0,0.0,0.012547518126666546,0.0,0.0,0.07966097444295883,0.016732417047023773,0.048598237335681915,0.0,0.015198961831629276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3110278248786926,0.02686244063079357,0.0,0.0,0.0,0.0,0.0,0.049203645437955856,0.0,0.0,0.01637744903564453,0.0,38
