song_name,tabs
Man in the Box,"Em,Em,D,A,Em,Em,D,Em,Em,D,A,Em,G,D,A,Em,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,D,A,Em,Em,D,Em,Em,D,A,Em,G,D,A,Em,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,D,A,Em,Em"
November Rain,"Emaj7,G#m/D#,C#m9,Emaj7,G#m/D#,C#m9,B,Emaj7,C#m9,B,Emaj7,G#m/D#,C#m9,B,Emaj7,C#m9,B,Emaj7,C#m9,B,Emaj7,C#m9,B,Bsus4,B,Emaj7,C#m9,B,Bsus4,B,C#m,F#,B,C#m,F#,B,Bsus4,B,Emaj7,C#m,B,Bsus4,B,Emaj7,C#m,B,Bsus4,B,Emaj7,C#m,B,Bsus4,B,C#m,F#,B,Bsus4,B,C#m,F#,B,Bsus4,B,E,F#,E,F#,E,F#,E,F#,D#m,E,B,D#m,E,C#m,D#m,E,B,D#m,E,F#,E,C#m,B,E,C#m,B,C#m,F#,B,C#m,F#,B,E,F#,E,F#,E,F#,E,F#,E,C#m,B,Bsus4,B,E,C#m,B,Bsus4,B,Emaj7,C#m,B,Bsus4,B,Emaj7,C#m,B,Bsus4,B,C#m,F#,B,Bsus4,B,C#m,F#,B,B,F#/A#,G#m,F#,E,F#,B,F#/A#,G#m,F#,E,F#,B,Bm,Gmaj7,A,Bm,F#,E,D,G,A,Bm"
The Joker,"G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,G,C,G,C,D,C,G,C,G,C,G,C,D,D7,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,G,C,G,C,D,C,G,C,G,C,G,C,D,D7,G,C,G,C,G,C,D,C,G,C,G,C,G,C,D,D7,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G,G,C,D,C,G"
Brown Sugar,"D,G,D,G,B,D,G,Gsus,G3,Bb,Bbsus,C,Csus,Eb,Ebsus,F,Fsus,G2,Gsus2,Gsus2,G2,C,Csus,C,Eb,Ebsus,Eb,C,Csus,C,Ab,Bb,Bbsus,Bb,Csus,C,C,F,C,Bb,C,G,G3,G,Gsus,G,C,Csus,C,Csus,C,G,G3,G,Gsus,G,C,Csus,C,Csus,C,Eb,Ebsus,Eb,C,Csus,C,Bb,Bbsus,Bb,Csus,C,Eb,Ebsus,Eb,C,Csus,C,Bb,Bbsus,Bb,Csus,C,G,Gsus,G,Gsus,G,C,Csus,C,Csus,C"
I Want You to Want Me,"C,Bb,F,C,C,Em,Am,G,F,G,C,Em,Am,G,F,G,C,Em,Am,D,Bb,C,Am,D,Bb,Am,C,G,Am,F,C,G,Am,F,C,Em,Am,G,F,G,C,Em,Am,D,Bb,C,Am,D,Bb,Am,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,Em,Am,G,F,G,C,Em,C,Bb,F,C"
Free Fallin',"A,D,D,A,E,A,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,Asus4,A,E,A,Asus4,Asus4,A,E,A,Asus4,A,E,A,Asus4,Asus4,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,D,A"
Loser,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D"
I Hate Myself for Loving You,"Em,D,A,B,G,Em,D,Em,A,B,Em,A,B,G,A,G,A,B,Em,A,B,Em,D,Em,D,Em,A,B,Em,A,B,Em,A,B,Em,A,B,Em,D,Em,Em"
Carry on Wayward Son,"Em,D,C,D,Em,D,C,D,Am,G,F,F,G,Am,G,D,Em,D,C,D,Em,D,C,D,Am,G,F,F,G,Am,G,D,Em,G,D,C,Em,G,D,Em,G,D,C,Em,D,C,D,Em,D,C,D,Am,G,F,F,G,Am,G,D,Em,D,C,D,Em,D,C,D,Am,G,F,F,G,Am,G,D,Em,G,D,C,Em,G,D,Em,G,D,C,Em,D,C,Em,D,C,Am,G,F,Am,G,D,Em,G,D,C,Em,G,D,Em,G,D,C,Bm7"
"""Another Brick in the Wall","Dm,Dm,Dm,Dm,Dm,G,G,Dm,Dm,C,Dm,C,G,F,F,C,Dm,F,C,Dm,Dm,Dm,Dm,Dm,G,G,Dm,Dm,C,Dm,C,G,F,F,C,Dm,F,C,Dm,Dm"
Bad Moon Rising,"D,A,G,D,D,D,A,G,D,D,A,G,D,D,A,G,D,D,A,G,D,G,D,A,G,D,D,A,G,D,D,A,G,D,D,A,G,D,D,A,G,D,G,D,A,G,D,D,A,G,D,D,D,A,G,D,D,G,G,D,D,A,G,D,D,D,A,G,D,D,A,G,D,D,A,G,D,D,A,G,D,G,D,A,G,D,G,D,A,G,D"
Smoke on the Water,"D4,F4,G4,D4,F4,G#4,G4,D4,F4,G4,F4,D4,G5,G5,G5,F5,G5,G5,G5,G5,F5,G5,G5,G5,G5,F5,G5,G5,G5,G,F,G,C5,G#5,G5,G5,C5,G#5,D4,F4,G4,D4,F4,G#4,G4,D4,F4,G4,F4,D4,G5,G5,G5,F5,G5,G5,G5,G5,F5,G5,G5,G5,F5,G5,G5,G5,G5,F5,G5,C5,G#5,G5,G5,C5,G#5,D4,F4,G4,D4,F4,G#4,G4,D4,F4,G4,F4,D4,G5,G5,C5,G5,G5,G5,C5,G5,G5,G5,C5,G5,G5,G5,C5,G5,C5,C5,F5,F5,D4,F4,G4,D4,F4,G#4,G4,D4,F4,G4,F4,D4,G5,G,G5,F5,G5,G5,G5,G5,F5,G5,G5,G5,G5,F5,G5,G5,G5,G5,F5,G5,C5,G#5,G5,G5,C5,G#5,D4,F4,G4,D4,F4,G#4,G4,D4,F4,G4,F4,D4,D4,F4,G4,G#4"
Barracuda,"E,F#,G,E,C,E,C,E,C,E,C,E,D,A,E,F#,G,E,C,E,C,E,C,E,D,A,E,A,E,C,A,E"
Killing In The Name,"D5,D5,D5,Eb5,Eb5,Eb5,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,D5,Bb5,D5,A5,D5,D5,Bb5,D5,A5,D5,D5,D5,D5,D5,D5,D5,D5,D5,D5,D5,D5,D5,A5,C5,A/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,C5,A/C#,D5,D5,Bb5,D5,A5,D5,D5,Bb5,D5,A5,D5,D5,D5,D5,D5,D5,D5,D5,D5,D5,D5,D5,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,A5,C5,A5/C#,D5,E5,F5,G5,A5,Bb5,C5,D5,D5,A5,C5,A5/C#,D5,Eb5"
Livin' On A Prayer,"Em,Em,C,D,Em,Em,C,D,Em,Em,Em,Am,D,Em,Em,Am,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,D,Em,C,D,G,C,D,Em,C,D,G,C,D,Em,Em,Am,D,Em,Em,Am,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,D,Em,C,D,G,C,D,Em,C,D,G,C,D,C,Em,C,D,D,G,C,D,D,Em,C,D,D,G,C,Em,Em,C,G,D,Em,C,D,Gm,Eb,F,Bb,Eb,F,Gm,Eb,F,Bb,Eb,F,Gm,Eb,F,Bb,Eb,F,Gm,Eb,F,Bb,Eb,F,Gm,Eb,F,Bb,Eb,F,Gm,Eb,F,Bb,Eb,F"
Dust in the Wind,"C,Cmaj7,Cadd9,C,Asus2,Asus4,Am,Asus2,Cadd9,C,Cmaj7,Cadd9,Am,Asus2,Asus4,Am,C,Am,G,Dm7,Am,C,Am,G,Dm7,Am,D/F#,G,Am,D/F#,G,Am,C,Am,G,Dm7,Am,C,Am,G,Dm7,Am,D/F#,G,Am,D/F#,G,Am,G,Dm7,Am,G,Dm7,G,Am,G,Dm7,C,Cmaj7,Cadd9,C,Asus2,Asus4,Am,Asus2,Cadd9,C,Cmaj7,Cadd9,Am,Asus2,Asus4,Am,C,Am,G,Dm7,Am,C,Am,G,Dm7,Am,D/F#,G,Am,D/F#,G,Am,D/F#,G,Am,D/F#,G,Am,Asus2,Asus4,Am,Asus2,Asus4,Am"
Walk On the Wild Side,"C,C,C,F6,C,F6,C,Dm,F,Dm,C,F6,C,F6,C,F6,C,F6,C,Dm,F,Dm,C,F6,C,F6,C,F6,C,F6,C,F6,C,Dm,F,Dm,C,F6,C,F6,C,F6,C,F6,C,Dm,F,Dm,C,F6,C,F6,C,C,F6,C,F6,C,Dm,F,Dm,C,F6,C,F6,C,F6,C,F6"
Basket Case,"Eb,Bb,Cm,Gm,Ab,Eb,Bb,Eb,Bb,Cm,Gm,Ab,Eb,Bb,Ab,Bb,Eb,Ab,Bb,Eb,Ab,Bb,Eb,Db,Cm,Ab,Bb,Eb,Eb,Bb,Cm,Bb,Eb,Bb,Cm,Bb,Eb,Bb,Cm,Gm,Ab,Eb,Bb,Eb,Bb,Cm,Gm,Ab,Eb,Bb,Ab,Bb,Eb,Ab,Bb,Eb,Ab,Bb,Eb,Db,Cm,Ab,Bb,Eb,Eb,Bb,Cm,Bb,Eb,Bb,Cm,Bb,Eb,Bb,Cm,Bb,Eb,Bb,Cm,Bb,Ab,Bb,Eb,Bb,Cm,Gm,Ab,Eb,Bb,Eb,Bb,Cm,Gm,Ab,Eb,Bb,Ab,Bb,Eb,Ab,Bb,Eb,Ab,Bb,Eb,Db,Cm,Ab,Bb,Eb,Eb,Cm,Ab,Eb,Bb,Ab,Eb,Bb"
Somebody to Love,"G,D/F#,Em,C,D7,C,D,G,G,D/F#,Em,C,G,D/F#,Em,G,A7,D,G,D/F#,Em,A7,D,G,A7,D,A7,D,C,G,G,D/F#,Em,C,D7,G,D/F#,Em,C,D,G,D/F#,Em,G,A7,D,G,D/F#,Em,A7,D,G,A7,D,A7,D,C,G,G,D/F#,Em,C,D7,G,G7,C,C7,F,Fm,A7,D,G,D/F#,Em,G,A7,D,G,D/F#,Em,A7,D,G,A7,D,A7,D,C,G,G,G,D/F#,Em,C,D7,G,D/F#,Em,C,D,G,D/F#,Em,G,A7,D,G,D/F#,Em,A7,D,G,A7,D,A7,D,C,G,G,G,D/F#,Em,C,D7,G,D/F#,Em,C,D,G,D/F#"
Losing My Religion,"F,Em,Fsus2,Em,G,Ebm,Am,C,Am,Dm,F,F,F,Fsus2,F,F,F,G,G,G,Am,Am,Am,Am,Am,Am,F,F,F,Fsus2,F,F,F,G,G,Am,Am,Am,Am,Am,G,Am,Em,Am,Em,Am,Em,Em,Ebm,Dm,G,Am,Em,Am,Em,Am,Em,Em,Ebm,Dm,G,F,Fsus2,F,G,Am,Am,F,Fsus2,F,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Em,Dm,G,F,Fsus2,F,G,Am,Am,F,Fsus2,F,G,Am,G,C,Am,C,C,Am,Em,Am,Em,Am,Em,Em,Ebm,Dm,G,F,Fsus2,F,G,Am,Am,F,Fsus2,F,G,Am,F,Fsus2,F,G,Am,Am,F,Fsus2,F,G,Am,G,Am,F,Em,Fsus2,Em,G,Ebm,Am,C,Am,Dm,F,Fsus2,F,G,Am,Am,F,Fsus2,F,G,Am,G,Am,Em,Am,Em,Am,Em,Em,Ebm,Dm,G,Am,Em,Am,Em,Em,Ebm,Dm,G,Am,Em,Am,Em,Am,Em,Em,Ebm,Dm,G,F,Fsus2,F,G,Am,Am,F,Fsus2,F,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,F,Fsus2,F,G,Am,Am,F,Fsus2,F,G,Am,G,C,Am,C,C,Am,Em,Am,Em,Am,Em,Em,Ebm,Dm,G,F,Fsus2,F,G,Am,Am,F,Fsus2,F,G,Am,F,Fsus2,F,G,Am,Am,F,Fsus2,F,G,Am,G,Am"
Just What I Needed,"E,E,E,E,E,E,E,E,E,B,C#m,G#,E,B,C#m,G#,E,B,C#m,G#,E,B,G#,A,E,B,C#m,G#,E,B,C#m,A,B,E,E,B,C#m,G#,E,B,C#m,G#,E,B,C#m,G#,E,B,G#,A,E,B,A,C#m,B,E,B,A,C#m,E,B,A,C#m,E,B,A,C#m,E,B,C#m,G#,E,B,C#m,A,E,B,C#m,G#,E,B,C#m,G#,E,B,C#m,G#,E,B,C#m,G#,E,B,C#m,G#,E,B,G#,A,C,C#m,C,C#m,E,B,C#m,G#,E,B,C#m,A,E,B,C#m,G#,E,B,C#m,A,E,B,C#m,G#,E,B,C#m,A,E,B,C#m,G#,A,B,C#m"
More Than a Feeling,"E,A,D,G,B,Dsus4,D,C,G,Dsus4,D,C,G,Am,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Eb,Em7,Asus4,A,A2,A,G,D/F#,Em,D,G,D/F#,Em,D,Dsus4,D,C,G,Dsus4,D,C,G,Am,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Eb,Em7,Asus4,A,Bm,G,D/F#,Asus4,A,Dsus4,D,C,G,Dsus4,D,C,G,Dsus4,Cadd9,Cadd9,D,D,Cadd9,Cadd9,D,D,Cadd9,Cadd9,D,D,Cadd9,Cadd9,D,Cadd9,Am,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,D,G,D/F#,A,D,G,D/F#,A,D,G,Bm,A/C#,D,Bm,Em,A,G,G,D/F#,G,D"
Born To Be Wild,"E,E,G,A,E,G,A,E,G,A,E,G,A,E,E,G,A,E,G,A,E,G,A,E,G,A,E,E,G,A,G,E,E,D,C#,D,E,D,C#,D,E,G,A,E,G,A,E,G,A,E,G,A,E,E,G,A,G,E,E,D,C#,D,E,D,C#,D"
When Doves Cry,"Dm,A,E7,G#,E7,G#,F,Am,G,Am,Dm,A,G,E7,G#,E7,G#,Am,Dm,A,G,E7,G#,E7,G#,Am,Dm,A,G,E7,G#,E7,G#,Am,Dm,A,G,E7,G#,E7,G#,Am,Am,Dm,A,G,E7,G#,E7,G#,Am,Dm,A,G,E7,G#,E7,G#,Am,Dm,A,G,E7,G#,E7,G#,Am,Dm,A,G,E7,G#,E7,G#,F,Am,G,Am,Dm,A,G,E7,G#,E7,G#,Am,Dm,A,G,E7,G#,E7,G#"
(Don't Fear) The Reaper,"Am,G,F,G,Am,G,G,Am,G,F,G,Am,G,G,Am,G,F,G,Am,G,G,Am,F,E,Am,F,G,Am,G,F,F,G,Am,G,F,F,G,Am,G,F,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,G,F,G,Am,Am,Am,F,E,Am,G,F,G,Am,G,F,G,Am,G,F,F,G,Am,Am,G,F,G,Am,G,F,F,G,Am,G,F,F,G,Am,G,F,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,F,G,Cm,G,F,G,Cm,G,Am,G,F,G,Am,G,F,G,Am,G,G,Am,G,F,G,Am,G,G,G,F,E,Am,G,G,F,G,Am,G,G,F,G,Am,G,G,F,G,Am,F,G,Am,G,F,F,G,Am,G,F,F,G,Am,G,F,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,Am7,Cm"
Gimme Shelter,"C#,B,A,E,A,E,A,E,A,E,B,C#,C#,C#,B,A,E,A,E,A,E,A,E,B,C#,B,A,E,A,E,A,E,A,E,B,C#,C#,C#,C#,B,A,E,A,E,A,E,A,E,B,C#,B,A,E,A,E,A,E,A,E,B,C#,C#,B,A,E,A,E,A,E,A,E,B,C#,B,A,E,A,E,A,E,A,E,B,C#,B,A,E,A,E,A,E,A,E,B,C#,C#,C#,B,A,E,A,E,A,E,A,E,B,C#,B,A,E,A,E,A,E,A,E,B,C#,B,A,E,A,E,A,E,A,E,B,C#,B,A,E,A,E,A,E,A,E,B"
All Right Now,"A,D,A,D,D,D,A,A,D,A,D,D,D,A,A,D,A,Dsus2,D,A,A,D,A,Dsus2,D,A,A,D,A,Dsus2,D,A,A,D,A,Dsus2,D,A,A,D7,A,G,D7,A,A,D7,A,G,D7,A,A,D,A,G,D7,A,A,D,A,Dsus2,D,A,A,D,A,Dsus2,D,A,A,D,A,Dsus2,D,A,A,D,A,Dsus2,D,A,A,D7,A,G,D7,A,A,D7,A,G,D7,A,A,D,A,G,D7,A"
Welcome To The Jungle,"A,E,C,D,E,A,E,C,D,E,B,E,A,E,C,D,E,D,G,D,G,G,G,F,G,F,G,F,A,E,E9,E,E9,C#m,B,C#m,B,C#m,B,E,B,E,B,A,F#,B,E,F#,F,F#,G,A,G#,A,A#,C,D,E,C,D,E,C,D,E,C,D,E,D,Bb,A,G,E,A,G,E,E9"
Free Bird,"G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,F,C,Dsus4,F,C,Dsus4,D,F,C,Dsus4,D,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,F,C,Dsus4,F,C,Dsus4,F,C,Dsus4,D,F,C,Dsus4,G,Bb,C,G,Bb,C,G,Bb,C,C"
Like a Rolling Stone,"Dm7,C,C,C,C,C,Dm7,Em,F,G,C,Dm7,Em,F,G,F,G,F,G,F,Em,Dm7,C,F,Em,Dm7,C,Dm7,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,Dm7,Em,F,G,C,Dm7,Em,F,G,F,G,F,G,F,Em,Dm7,C,F,Em,Dm7,C,Dm7,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,Dm7,Em,F,G,C,Dm7,Em,F,G,F,G,F,G,F,Em,Dm7,C,F,Em,Dm7,C,Dm7,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,Dm7,Em,F,G,C,Dm7,Em,F,G,F,G,F,G,F,Em,Dm7,C,F,Em,Dm7,C,Dm7,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G"
Taking Me Back,"Gm,F,D#,Gm,F,D#,Gm,F,Gm,F,D#,Gm,F,D#,Gm,F,D#,Gm,F,D#,Gm,F,D#,Gm,F,B,D#,Gm,F,D#,Gm,F,D#,Gm,F,D#,D#,Gm,F,D#,Gm,F,D#,Gm,F,D#,Gm,F,D#"
I WANNA BE YOUR SLAVE,"C#m,A,G#,C#m,A,G#,C#m,A,G#,E,D#,C#m,A,G#,C#m,A,G#,C#m,A,G#,E,D#,C#m,A,G#,C#m,A,G#,C#m,A,G#,E,D#,C#m,A,G#,C#m,A,G#,C#m,A,G#,E,D#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,E,D#,C#m,A,G#,C#m,A,G#,C#m,A,G#,E,D#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#,C#m,A,G#"
Paralyzed,"Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,Am,F,C,G,Am,F,C,G,Am,Am,F,C,G"
DiE4u,"Bm,A/C#,D,F#m,G,A,Bm,A/C#,D,F#m,G,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,A,Em,G,Bm,A,Em,G,Bm,A,Em,G,Bm,A,Em,G,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G,A,Em,Bm,G"
Kill The Noise,"D,Eb,D,D,Eb,D,D,Eb,D,D,Eb,D,D,Eb,D,D,Eb,D,Dm,Bb,Dm,Bb,F,Dm,Bb,Dm,Bb,F,Dm,Dm,Bb,Dm,Bb,F,Dm,Bb,Dm,Bb,F,Dm,Dm,Bb,Dm,Bb,F,Dm,Bb,Dm,Bb,F,Dm"
Never Gonna Learn,"C#m,E,B,C#m,E,B,C#m,E,B,A,B,C#m,E,B,C#m,E,B,A,B,A,B,A,B,C#,E,B,C#,A,B,C#,E,B,C#,C#,E,C#,C#m,E,B,C#m,E,B,C#m,E,B,C#m,E,B,A,B,C#m,E,B,C#m,E,B,A,B,A,B,A,B,C#,E,B,C#,A,B,C#,E,B,C#,C#,C#,A,B,C#,E,B,C#,A,B,C#,E,B,C#,A,B,C#,E,B,C#,A,B,C#,E,B,C#,C#"
Don’t Back Down,"G,C,G,G,G,C,G,G,G,C,G,C,G,Am,C,G,C,G,G,G,C,G,C,G,C,G,Am,C,Em,G,Cadd9,Em,G,Cadd9,Em,G,Cadd9,G,Cadd9,Am,C,Am,C,Em,G,C,G,G,G,C,G,C,G,Am,C,G"
Futureproof,"F#m,G#,F#m,G#,F#m,G#,F#m,G#,F#m,Dm,G,F#m,Dm,G,F#m,D,G,F#m,D,G,F#m,D,G,F#m,A,G,F#m,G,A,G,F#m,G,A,G,F#m,G#m,F#m,G#,F#m,G#m,F#m,G#,F#m,D,G,F#m,A,G,F#m,D,G,F#m,A,G,F#m,G,A,G,F#m,G,A,G,F#m,G#m,F#m,G#,F#m,G#m,F#m,G#,F#m,F#m,D,G,D,G,F#m,G,D,G,F#m,G,D,G,F#m,G,D,F#m,G,A,G,F#m,G,A,G,F#m,G#m,F#m,G#,F#m,G#m,F#m,G#,F#m,A,G,F#m,A,G"
fleabag,"E,G,D,A,E,G,D,A,Em,G,D,A,E,G,D,A,Em,G,D,A,E,G,D,E,G,D,A,E,G,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A,E,G,E,G,D,A,E,G,D,A,E,G,D,A,E,G,D,A"
My Mother Wants Me Dead,"A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,A"
papercuts,"B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E,B,G#m,D#m,E"
Supercharged,"G#m,G#m,G#m,C#,B,G#m,G#m,G#m,C#,B,G#m,G#m,G#m,C#,B,G#m,G#m,G#m,C#,B,E,F#,G#m,F#,B,C#,G#m,F#,B,C#,C#,G#m,G#m,G#m,C#,B,G#m,G#m,G#m,C#,B,G#m,G#m,G#m,C#,B,G#m,G#m,G#m,C#,B,E,F#,G#m,F#,B,C#,G#m,F#,B,C#,C#,G#m,G#m,G#m,C#,B,G#m,G#m,G#m,C#,B,G#m,E,F#,G#m,F#,B,C#,G#m,F#,B,C#,C#,G#m,G#m,G#m,C#,B,G#m,G#m,G#m,C#,B,G#m"
Survivor,"Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab,Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab,Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab,Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Bb,Cm7,Fm,Eb,Bb,Bb,Cm7,Fm,Cm,Bb,Bb,Cm7,Fm,Eb,Bb,Bb,Cm7,Fm,Eb,Ab,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Bb,Cm7,Fm,Eb,Bb,Bb,Cm7,Fm,Cm,Bb,Bb,Cm7,Fm,Eb,Bb,Bb,Cm7,Fm,Eb,Ab,Cm,Cm,Ab,Bb,Cm,Cm,Ab,Bb,Cm,Bb,Cm7,Fm,Eb,Bb,Bb,Cm7,Fm,Cm,Bb,Bb,Cm7,Fm,Eb,Bb,Bb,Cm7,Fm,Eb,Ab,Cm,Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab,Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab,Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab,Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab,Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab,Cm,Cm,Bb,Cm,Cm,Bb,Cm,Cm,Ab"
Paranoid,"E,D,G,D,E,E,D,G,D,E,E,C,D,E,E,D,G,D,E,E,D,G,D,E,E,C,D,E,E,D,G,D,E,E,D,G,D,E,E,D,G,D,E,E,D,G,D,E,E,C,D,E"
Jump,"C,C,C,F,Gsus4,C,F,Gsus4,C,F,Gsus4,C,F,Gsus4,C,F,Gsus4,Am,F,C,Dm7,C,Dm7,F,Gsus4,C,F,Gsus4,C,F,Gsus4,C,F,Gsus4,C,F,Gsus4,Am,F,C,Dm7,C,Dm7,F,Gsus4,C,F,Gsus4,C,F,Gsus4,C,C,C,F,Gsus4,C,F,Gsus4,C,F,G"
